link,rating,solution
https://codeforces.com/contest/1878/problem/B,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, sum = 0;
    cin>> n;
    for (i = 0; i < n; i++) {
        sum += 3;
        if (i % 2 == 1)
            cout<< sum-1 << "" "";
        else
            cout<< sum << "" "";
    }
    cout<< ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1878/problem/A,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, k, val, i, j;
    bool found = false;
    cin>> n >> k;
    for (i = 0; i < n; i++) {
        cin>> val;
        if (val == k) {
            found = true;
        }
    }
    if (found)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1873/problem/D,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int k, n, i, j, top;
    string s;
    cin>> n >> k >> s;
    stack<int> buc;

    for (i = n-1; i >= 0; i--) {
        if (s[i] == 'B')
            buc.push(i);
    }

    if (k == 1 || buc.size() == 0)
    {
        cout<< buc.size() << ""\n"";
        return;
    } else if (k == n) {
        if (buc.size() > 0)
            cout<< 1 << ""\n"";
        else
            cout<< 0 << ""\n"";
        return;
    }

    int cnt = 0;
    while (!buc.empty()) {
        top = buc.top();
        cnt++;
        buc.pop();
        while (!buc.empty() && buc.top() < top+k)
            buc.pop();
    }
    cout<< cnt << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1873/problem/C,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;
int arr[11][11];

void solve()
{
    char arr2[11][11], ch;
    int i, j, n = 10;
    int ans = 0;
    for (i = 1; i <= n; i++) {
        for (j = 1; j <= n; j++) {
            cin>> ch;
            if (ch == 'X')
                ans += arr[i][j];
        }
    }
    cout<< ans << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int i, j, k;
    for (i = 1; i <= 10; i++)
        for (j = 1; j <= 10; j++)
            arr[i][j] = 1;

    for (i = 2; i <= 9; i++)
        for (j = 2; j <= 9; j++)
            arr[i][j] = 2;

    for (i = 3; i <= 8; i++)
        for (j = 3; j <= 8; j++)
            arr[i][j] = 3;

    for (i = 4; i <= 7; i++)
        for (j = 4; j <= 7; j++)
            arr[i][j] = 4;

    for (i = 5; i <= 6; i++)
        for (j = 5; j <= 6; j++)
            arr[i][j] = 5;

//    for (i = 1; i <= 10; i++) {
//        for (j = 1; j <= 10; j++) {
//            cout<< arr[i][j] << "" "";
//        }
//        cout<< ""\n"";
//    }
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1873/problem/B,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, val;
    vector<int> v;
    cin>> n;

    for (i = 0; i < n; i++)
    {
        cin>> val;
        v.push_back(val);
    }

    sort(v.begin(), v.end());
    v[0] += 1;
    int prod = 1;

    for (i = 0; i < n; i++)
        prod *= v[i];

    cout<< prod << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1873/problem/A,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    string s;
    cin>> s;
    int i, j, cnt = 0;
    if (s[0] == 'a')
        cnt++;
    if (s[1] == 'b')
        cnt++;
    if (s[2] == 'c')
        cnt++;

    if (cnt == 1 || cnt == 3)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1872/problem/A,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    double a, b, c, mean;
    cin>> a >> b >> c;
    if (a == b) {
        cout<< 0 << ""\n"";
        return;
    } else if (abs(a-b) < c) {
        cout<< 1 << ""\n"";
        return;
    }
    mean = (a+b)/2.0;
    double mx = max(a, b);
    double mn = min(a, b);
    double diff = mx - mean;
    cout<< int(ceil(diff/c)) << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1850/problem/F,1300,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, val;
    cin>> n;
    vector<int> v;
    int arr[n+1];
    memset(arr, 0, sizeof(arr));
    for (i = 1; i <= n; i++) {
        cin>> val;
        if (val <= n)
            arr[val] += 1;
    }
    int hop[n+1], start, len;
    memset(hop, 0, sizeof(hop));
    for (i = 1; i <= n; i++) {
        if (arr[i] > 0) {
            for (j = i; j <= n; j += i)
                hop[j] += arr[i];
        }
    }
    int mx = -1;
    for (i = 1; i <= n; i++)
        mx = max(mx, hop[i]);
    cout<< mx << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1850/problem/D,900,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, k, cnt, mx = 1;
    cin>> n >> k;
    vector<int> v(n);
    for (i = 0; i < n; i++)
        cin>> v[i];
    sort(v.begin(), v.end());
    for (i = 0; i < n; ) {
        cnt = 0;
        for (j = i; j < n-1; j++) {
            if (v[j+1] - v[j] <= k)
                cnt++;
            else
                break;
        }
        i = j+1;
        mx = max(cnt+1, mx);
    }
    cout<< n-mx << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1850/problem/C,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n = 8, i, j, cnt[8], freq;
    char arr[8][8];
    for (i = 0; i < n; i++) {
        for (j = 0; j < n; j++)
            cin>> arr[i][j];
    }
    memset(cnt, 0, sizeof(cnt));
    for (j = 0; j < n; j++) {
        for (i = 0; i < n; i++) {
            if (arr[i][j] != '.')
                cnt[j]++;
        }
    }
    int idx;
    for (i = 0; i < n; i++) {
        if (cnt[i] > 0) {
            idx = i;
            break;
        }
    }
    for (i = 0; i < n; i++) {
        if (arr[i][idx] != '.')
            cout<< arr[i][idx];
    }
    cout<< ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1850/problem/B,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    priority_queue< pair<int, int> > pq;
    int a, b, i, j, n;
    cin>> n;
    for (i = 1; i <= n; i++) {
        cin>> a >> b;
        if (a <= 10) {
            pq.push(make_pair(b, i));
        }
    }
    cout<< pq.top().second << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1850/problem/A,800,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int a, b, c;
    cin>> a >> b >> c;
    if (a+b >= 10 || a+c >= 10 || b+c >= 10)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1837/problem/D,1400,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    const int N = 200005;
    int n, i, j, cnt1 = 0, cnt2 = 0, arr[N], cnt = 0;
    vector<int> ans;
    string s;
    cin>> n >> s;

    if (n%2 == 1) {
        cout<< ""-1"" << ""\n"";
        return;
    }

    ans.push_back(-1);
    for (i = 0; i < n; i++) {
        if (s[i] == '(')
            cnt1++;
        else
            cnt2++;
        if (cnt1-cnt2 == 0)
            ans.push_back(i);
        arr[i] = cnt1-cnt2;
    }

    if (arr[n-1] != 0) {
        cout<< ""-1"" << ""\n"";
        return;
    }

    int pos = 0, neg = 0;
    for (i = 0; i < n; i++) {
        if (arr[i] <= 0) {
            neg++;
        }
        if (arr[i] >= 0)
            pos++;
    }

    if (pos == n || neg == n) {
        cout<< 1 << ""\n"";
        for (i = 0; i < n; i++)
            cout<< 1 << "" "";
        cout<< ""\n"";
    } else {
        cout<< 2 << ""\n"";
        for (i = 1; i < n; i++) {
            if (arr[i] == 0) {
                if (arr[i-1] < 1)
                    arr[i] = -1;
                else
                    arr[i] = 1;
            }
        }
        for (i = 0; i < n; i++) {
            if (arr[i] > 0)
                cout<< 1 << "" "";
            else
                cout<< 2 << "" "";
        }
        cout<< ""\n"";
    }
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1840/problem/D,1400,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    const int N = 200001;
    int n, i, j, arr[N], l, r, m;
    cin>> n;
    for (i = 0; i < n; i++)
        cin>> arr[i];
    sort(arr, arr+n);

    l = -1;
    r = 1e9;
    while (r-l > 1) {
        m = (l+r) >> 1;
        i = 0;
        while (i+1 < n && arr[i+1]-arr[0] <= 2*m)
            ++i;
        j = n-1;
        while (j-1 >= 0 && arr[n-1]-arr[j-1] <= 2*m)
            --j;
        ++i;
        --j;
        if (i > j || arr[j]-arr[i] <= 2*m)
            r = m;
        else
            l = m;
    }
    cout<< r << ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1844/problem/D,1400,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j;
    string s1 = ""ab"", s2 = """", s3 = """";
    cin>> n;
    if (n%2 == 1) {
        while(true) {
            s2 += s1;
            if (s2.size() > n) break;
        }
        for (i = 0; i < n; i++)
            cout<< s2[i];
        cout<< ""\n"";
        return;
    } else if (n == 2) {
        cout<< ""ab"" << ""\n"";
        return;
    }
    for (i = 3; ; i++) {
        if (n%i != 0) break;
    }
    for (j = 0; j < i; j++) {
        s2 += ('a' + j);
    }
    while(true) {
        s3 += s2;
        if (s3.size() > n) break;
    }
    for (i = 0; i < n; i++)
        cout<< s3[i];
    cout<< ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1850/problem/G,1500,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

struct point2D {
    ll x, y;
};

const int N = 200001;
point2D points[N], rot_points[N];

bool cmp_x(point2D a, point2D b) {return a.x < b.x;}
bool cmp_y(point2D a, point2D b) {return a.y < b.y;}

ll calculate_count_x(point2D points[], int n) {
    int i, j, cnt;
    ll sum = 0, tmp;

    for (i = 0; i < n-1;) {
        cnt = 0;
        j = i+1;
        while (j < n && points[j].x == points[i].x) {
            cnt++;
            j++;
        }
        if (cnt > 0) {
            tmp = ll(cnt);
            sum += tmp*(tmp+1);
        }
        i = j;
    }
    return sum;
}

ll calculate_count_y(point2D points[], int n) {
    int i, j, cnt;
    ll sum = 0, tmp;

    for (i = 0; i < n-1;) {
        cnt = 0;
        j = i+1;
        while (j < n && points[j].y == points[i].y) {
            cnt++;
            j++;
        }
        if (cnt > 0) {
            tmp = ll(cnt);
            sum += tmp*(tmp+1);
        }
        i = j;
    }
    return sum;
}

void solve()
{
    int n, i, j, cnt;
    ll x, y, sum=0;
    vector<int> ans;
    cin>> n;

    for (i = 0; i < n; i++) {
        cin>> x >> y;
        points[i].x = x;
        points[i].y = y;
        rot_points[i].x = x - y;
        rot_points[i].y = x + y;
    }

    sort(points, points+n, cmp_x);
    sum += calculate_count_x(points, n);
    sort(points, points+n, cmp_y);
    sum += calculate_count_y(points, n);

    sort(rot_points, rot_points+n, cmp_x);
    sum += calculate_count_x(rot_points, n);
    sort(rot_points, rot_points+n, cmp_y);
    sum += calculate_count_y(rot_points, n);
    cout<< sum << ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1838/problem/C,1400,"/***
* @author: Jakir Hasan
*/

#include<bits/stdc++.h>
using namespace std;

int arr[1001][1001];

bool isPrime(int n) {
    int i;
    for (i = 2; i < n; i++) {
        if (n%i == 0) return false;
    }
    return true;
}

typedef long long ll;

int test = 1;

void solve()
{
    int n, m, i, j, cnt;
    cin>> n >> m;
    bool prime_n, prime_m;
    prime_n = isPrime(n);
    prime_m = isPrime(m);
    cnt = 0;

    for (i = 1; i <= n; i++) {
        for (j = 1; j <= m; j++) {
            cnt++;
            arr[i][j] = cnt;
        }
    }

    if (!prime_m) {
        for (i = 1; i <= n; i++) {
            for (j = 1; j <= m; j++) {
                    cout<< arr[i][j] << "" "";
            }
            cout<< ""\n"";
        }
        return;
    } else if (prime_n && prime_m) {
        for (i = 1; i <= n; i += 2) {
            for (j = 1; j <= m; j++)
                cout<< arr[i][j] << "" "";
            cout<< ""\n"";
        }
        for (i = 2; i <= n; i += 2) {
            for (j = 1; j <= m; j++)
                cout<< arr[i][j] << "" "";
            cout<< ""\n"";
        }
        return;
    } else {
        for (i = 1; i <= n; i++) {
            cnt = 1;
            for (j = i; cnt <= m; j += n) {
                cout<< j << "" "";
                cnt++;
            }
            cout<< ""\n"";
        }
    }
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1838/problem/B,1100,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    const int N = 200005;
    int n, i, j, p[N], pos1, pos2, posn, mn, mx;
    cin>> n;
    for (i = 1; i <= n; i++) {
        cin>> p[i];
        if (p[i] == 1) pos1 = i;
        if (p[i] == 2) pos2 = i;
        if (p[i] == n) posn = i;
    }
    mn = min(pos1, pos2);
    mx = max(pos1, pos2);
    if (posn > mn && posn < mx)
        printf(""1 1\n"");
    else {
        if (posn < mn) printf(""%d %d\n"", posn, mn);
        else printf(""%d %d\n"", mx, posn);
    }
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1840/problem/C,1000,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    const int N = 200005;
    int n, k, q, arr[N], pos[N], i, j, one = 0, zero = 0, cnt;
    ll tmp, ans;
    cin>> n >> k >> q;

    for (i = 1; i <= n; i++) {
        cin>> arr[i];
        if (arr[i] <= q) {
            pos[i] = 1;
            one++;
        }
        else {
            pos[i] = 0;
            zero++;
        }
    }

    if (one == n) {
        tmp = ll(n-k+1);
        ans = (tmp*(tmp+1))/2;
        cout<< ans << ""\n"";
        return;
    } else if (zero == n) {
        cout<< 0 << ""\n"";
        return;
    }

    vector<int> v;
    for (i = 1; i <= n; ) {
        if (pos[i] == 1) {
            cnt = 0;
            while (i <= n && pos[i] == 1) {
                cnt++;
                i++;
            }
            if (cnt >= k) v.push_back(cnt);
        }
        else
            i++;
    }

    if (v.size() == 0) {
        cout<< 0 << ""\n"";
        return;
    }

    ans = 0;
    for (i = 0; i < v.size(); i++) {
        tmp = ll(v[i]-k+1);
        ans += (tmp*(tmp+1))/2;
    }
    cout<< ans << ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}"
https://codeforces.com/contest/1834/problem/C,1200,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    string s, t, tmp;
    int i, j, n, cnt = 0, cnt_r = 0, ans1, ans2;
    cin>> n >> s >> t;
    if (s == t) {
        cout<< 0 << ""\n"";
        return;
    }
    tmp = s;
    reverse(tmp.begin(), tmp.end());
    for (i = 0; i < n; i++) {
        if (s[i] != t[i]) cnt++;
        if (tmp[i] != t[i]) cnt_r++;
    }

    ans1 = 2*cnt - cnt%2;
    ans2 = 2*cnt_r - (1-cnt_r%2);
    if (cnt_r == 0) {
        ans2 = 2;
    }
    cout<< min(ans1, ans2) << ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}
 "
https://codeforces.com/contest/1841/problem/B,1000,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, num;
    vector<int> v;
    cin>> n;
    bool found = false;
    for (i = 0; i < n; i++) {
        cin>> num;
        if (v.size() == 0) {
            v.push_back(num);
            cout<< 1;
            continue;
        }
        else if (!found) {
            if (v.back() <= num) {
                v.push_back(num);
                cout<< 1;
            } else {
                if (num <= v.front()) {
                    v.push_back(num);
                    cout<< 1;
                    found = true;
                } else {
                    cout<< 0;
                }
            }
        }
        else {
            if (num >= v.back() && num <= v.front()) {
                cout<< 1;
                v.push_back(num);
            }
            else cout<< 0;
        }
    }
    cout<< ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}
 "
https://codeforces.com/contest/1834/problem/B,1000,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

bool cmp(string a, string b) {
    int n = a.size();
    bool first = true;
    for (int j = 0; j < n; j++) {
        if (a[j] - '0' < b[j] - '0') {
            first = false;
            break;
        }
    }
    return first;
}

void solve()
{
    string a, b, big, small;
    int n, m, i, j, ans;
    cin>> a >> b;
    n = a.size();
    m = b.size();
    if (n == m)
    {
        if (a == b)
        {
            cout<< 0 << ""\n"";
            return;
        }
        bool first = cmp(a, b);
        if (first) {
            big = a;
            small = b;
        } else {
            big = b;
            small = a;
        }
        ans = 0;
        for (j = 0; j < n; j++) {
            if (big[j] != small[j]) {
                ans = (n-j-1)*9 + int(abs((big[j] - '0') - (small[j] - '0')));
                break;
            }
        }
        cout<< ans << ""\n"";
    }
    else {
        if (n > m)
        {
            big = a;
            small = b;
        }
        else {
            big = b;
            small = a;
        }
        ans = (max(n, m)-1)*9 + (big[0] - '0');
        bool found = false;
        for (j = 1; j < max(n, m)-min(n, m); j++)
        {
            if (big[j] != '9') {
                found = true;
                break;
            }
        }
//        if (found)
//            ans -= 1;
        cout<< ans << ""\n"";
    }
}

int main()
{
    int i, T = 1;
    cin>> T;
    while (T--)
        solve();
    return 0;
}
/*
1
39991478 7869
*/
 "
