,file_name,transcripts
10,train_barishal (11).wav,তবে হচ্ছে কী জানো মানে ফ্যামিলি ছেড়ে এই ফাস্টাইম ভার্সিটিতে যাওয়া মানি ইপতার করছি ঠিকই ভাই মানি ক্যামন যেনো মনের ভিতর একটা না ক্যামন ক্যামন একটা জড়তা কাজ কোরছে মানে ভালোই লাগে না এই মানি এতোগুলো রোজা গেলো এই রোজা যাওয়ার পর বাসায় আসলাম একুশ রোজা
11,train_barishal (12).wav,একুশ রোজায় আসার একুশ রোজা থেকে আসার পর যেই বাসায় আসলাম বুজতেছি যে না এখন রোজা চলতেছে ইপতার করতেছি ফ্যামিলির সবাই একসাথে মানি একটা আনন্দই একটা আলাদা যা বুজাইতে পারমু না
12,train_barishal (13).wav,এই জিনিসটা তুই কীরকম কী করছো মানে আমার হইতাছে বুঝছি তো আমার কাছে হলও ভালো লাগছে হলে বড় ভাইদের সাথে থাকছিলাম বাট হলে হইছে কী হলে তাড়াতাড়ি দিন গ্যাছে দিন আসছে গ্যাছে হলে আমি দিন ট্যারও পাই নাই তা খারাপ যায় নাই মোটামুটি ঘোরা ফেরা এই সেই
13,train_barishal (14).wav,ভাই বরিশালে আইস্যা পুরাই রিল্যাক্স বরিশালই ভাল্লাগতাসে বেশি খাওয়া দাওয়া পড়তাছে বাবা মার একটা আদর আছে তারা বেশি খাওয়াইতে আছে হলে এরকম ই পাইতাম না এডা হলে থাকতে তো বেশ শুকাইয়াই গেছেলাম বরিশালে আইস্যা তাও একটু তারপরও ওয়েট গেইন করছে
14,train_barishal (15).wav,আমি তো বলছিলাম যে আমি ভার্সিটিতে যখন যাই তখন নাইনটি টু ছিল ওয়েট সেখান থেকে মানে ভার্সিটি থেকে আসার আগ মুহূর্ত পর্যন্ত সেবেনটি এইট ছিল মানি কি সে যে বেঁচে আছি ভার্সিটিতে এক আল্লাই বালো জানে
15,train_barishal (16).wav,আর পতিটা খাবারে তোমার টেস্টিং সল্ট ওরা ইউজ করবে পতিটা খাবার ডালের পানি খাও যা খাও সবকিছুতেই একেবারে টেস্টিং সল ইউজ করবে মানে খুবই বাজে অবস্থা ভাই
16,train_barishal (17).wav,আবার মনে করো মাছ খেতে পারি না প্রচুর গন্ধ আসে বিবিন্ন কিছু নিজে যাচাই বাচাই কইররা খাই না তবে মানুষজন বাট আমার ওজন ছয় কেজি কোমছিল
17,train_barishal (18).wav,আমার ওজন অইয়া গেছিলো প্রায় ছিয়াশি কেজি পোযোন্তো গেছিলো এই সেই দৌড়াদৌড়ি মোটামুটি আস্তে আস্তে কোমার মতো কোমতে ছিল ভালোই এই তো মোটামুটি ভালোই ইসে ভার্সিটিতে যখন ছিলাম তখন ডিপ্রেশনে ছিলাম একটা একটা আটকা ঘর রুমের ভিতরে
18,train_barishal (19).wav,এই সেই মানে গোরা ফেরা যায় না বাট বরিশালে আসছি পুরাই মনে কর ভাল্লাগতাসে মোন টোন পুরা উৎফুল্ল লেখাপড়া অবশ্যই মানে বরিশাল আসছি মানি একটা শরীরে এট্টা পাওয়ার পেয়ে গেছি পাওয়ারটাই মানে অন্যরকম নিজের এলাকায় নিজের ই তে
19,train_barishal (20).wav,আবার দ্বিতীয় কথা হচ্ছে হলো মানে মানে এক জাগায় যে শান্তি পায় যেমন ঢাকার শহর হচ্ছে কী ঢাকার শহর ভার্সিটি আলহামদুলিল্লা অনেক ভালো ভার্সিটির টিচাররা অনেক ভালো ম্যাম স্যাররা খুব ভালো পরিবেশও ভালো আছে
20,train_barishal (21).wav,কিন্তু ভার্সিটি থেকে যে এক জাগা যে যাবো যেমন আজকে ইট্টু ধানমন্ডি ঘুরতে যাবো বা আজকে ইকটু উত্তরার দিগে যাবো বা খালামনির বাসার দিগে আসবো মানে এই কথাডা চিন্তা করার আগেই আমার চিন্তা আগে করা লাগে আল্লা আমার এই য্যাম পাড়াইতে হইবে য্যাম এতদূর
21,train_barishal (22).wav,আবার সন্দার পর আসাটা রিস্ক হয়ে যায় এই বিবিন্ন কিছু মিলাইয়া হচ্ছে আর কোথাও বের হওয়া হয় না কিন্তু বরিশালে আসছি ঠিকই আমি আসার পর থেকে আমি খালি গরমে যতটুকু আমাকে বাসায় রাখছে আমি এছাড়া হচ্ছে হলো সারাক্ষণই যেমন আজকে মনে করো ইদের বাজার করতে গেলাম
22,train_barishal (23).wav,বাজার করে আসলাম আবার সন্ধ্যার পর বের হলাম আবার এই কিছুক্ষণ আগে আসলাম এই তোকেও তো দেখতেছি তুই তো দিন ভালোই কাটাইতে আছো তুই ইপতার পার্টিতে অনেক জাগায় জয়েন হইতেছো আর হ্যাঁ ভাই আমার ক্ষেত্রেও ওইডাই ভাই আমার আমার না
23,train_barishal (24).wav,ঢাকার বাইরে বের হইতেই ভালো লাগে না মানে বুঝোস ড্যাফোডিল দিয়ে ইসে সায়দাবাদ থেকে বাইশ তেইশ বাইশ থেকে পঁচিশ কিলোমিটার ওইখানে বের হতে লাগে চার ঘণ্টা জ্যামের মধ্যে আর সায়দাবাদ বরিশাল দেখলাম দেড়শো কিলোমিটারের বেশি
24,train_barishal (25).wav,ওইখানে যাইতে লাগে কতো সায়দাবাদ দিয়া বরিশাল আসতে লাগে বাসে চাইর বাসে আসতে লাগে চাইর ঘণ্টা মানে কী অবোস্তা জ্যামের বয়াবহো অবোস্তা আর বরিশাল তো ভাই বরিশাল বরিশাল ছোটো একটা জায়গা যেদিকে এই শহর জাদুর শহর মন চায় যাও মায়ার শহর বরিশাল
25,train_barishal (26).wav,সব আছে বরিশালে ভাই ছোটো জায়গা যেদিক ইচ্ছা সেদিকে রাত এগারোটা বারোটা বরিশাল তো হলে সমস্যা হলে সাড়ে দশটার পর বের হওয়া যায় না বরিশাল তো বরিশাল যেইসময় যেদিকে ইচ্ছা মনখারাপ এই সেই ভাল্লাগে না আচ্ছা আমরা এখন পড়া শুনার দিকে মুব
26,train_barishal (27).wav,করি সেটা হচ্ছে কি অবস্থা তুই তো আমার চেয়ে এক ধাপ আগানো সিএসই সি শেষ করছো না না সি শেষ করি নাই সি শেষ করার অটা একটা ইটেক কোর্সে ভর্তি হইছেলাম ওইটা অনুসারে করি বাট যে
27,train_barishal (28).wav,বরিশাল আইস্যা পরছি তো পড়া লেখা দিয়া অনেক দূরে আছি ঘুম দিয়া উঠি এগারোটার সময় আমার দিন শুরু হয় কোনো রকমের কাজ থাকলে একটা দুইটা বাজে গোসল করে গোসল করে ঘুমে ধরে আবার ঘুমাই ইপতারি করি ইপতারি কইররা ভাল্লাগলে বের হই না লাগলে তো এই
28,train_barishal (29).wav,বাসায়ই থাকে শুইয়া থাহি কম্পিউটার চাপে আবার রাত হয় রাত্তির করে আবার ঘুমাই আবার সেহেরি করি নামাজ পরি এই সেই লেখা পড়ার অনেক দূরে আমি অনেক দূরে লেখা পড়া থেকে আমি চিন্তা করছি ভাই বরিশাল আসছি লেখা পড়ার বাঁশ
29,train_barishal (30).wav,ভার্সিটিতে গেলে আবার লেখাপড়া শুরু আসছি ডিপ্রেশন কাটাইতে রিফ্রেশ হইতে এখানে আর লেখাপড়া মোটেও না না ইচ্ছা আছে লেখাপড়া করব কারণ সামনে ফাইনাল আসতে আছে সো সামনের মাসটা একটুখানি অনেক প্রেশারের ভিতর
30,train_barishal (31).wav,হ্যাঁ আমিও এই জন্য হচ্ছে নিজের অনেক মাইন্ড ফ্রেশ করতেছি যাতে হচ্ছে হলো যেহেতু ভার্সিটিতে আবার সেই ধাপে ধাপে আবার পড়াশুনা শুরু হয়ে যাবে এর জন্য এখন ইট্টু মানি প্রচুর টাইম দিচ্ছি ফ্যামিলিকেও টাইম দিচ্ছি দেন হচ্ছে হলো বাহিরেও ইট্টু অনেকটা টাইম দিচ্ছি এই মনে করো ইট্টু চকে যাই এই কাটপট্টি যাই
31,train_barishal (32).wav,এই বেলেস পার্কে যাই হ্যা ওইটাই এই মুক্তিযোদ্দা পার্কে যাই এই তিরিশ গোডাউন যাই এই আবার দেখা হচ্ছে কাঞ্চন পার্কে যাই কাঞ্চন পার্কে ভালো না লাগলে এট্টু বিএম কলেজ যাই বিএম কলেজ ভালো না লাগলে মেলা হইলো যে বিএম স্কুলে বিএম স্কুলে গেলাম সেদিনকে গাড়ি নিয়ে আবার মনে করো গাড়ি নিয়া আবার মনে করো বের হইতে পারি না কারন একটা রিস্ক হয়ে যায় তো
32,train_barishal (33).wav,মনে করো বেশি ইকটু রাত হইলে রিকশা যায় বিএম সাইডে বিএম ইস্কুলের সাইডে তবে আলহামদুলিল্লা ওবারঅল সব কিছুই ভালো লাগতেছে এখন হচ্ছে হলো হ্যাঁ এখন মানে বরিশালে আসছি নিজের জায়গায় আসছি পড়া লেখা রিফ্রেশ করার জায়গা যতডা মাইন হালকা করতে পারি
33,train_barishal (34).wav,আবার যেসময় ভার্সিটিতে যাবো ওইসময় আবার পড়ালেখা শুরু এইডা অইছে কাহিনি ভাই এতো প্রেশার নিয়ে আচ্ছা তোর কি চিন্তা ভাবনা ছিল নাকি আমার কতা অইছে পড়া পড়তেই হবে হ্যাঁ হ্যাঁ তোর কি এরকম কোনো চিন্তা ছিল যে রোবোটিক্স নিয়া
34,train_barishal (35).wav,কাজ করবি হ্যা ছিল মানে রোবোটিকস নিয়া একটা ছোটোবেলা আগে হইতেই একটা সিরিয়াল দেকছিলাম তো অনেক আগে বলি নাই কাউকে ভাল্লাগতো রোবোটিকস এহন ওই ছোটোবেলা হইতেই যন্তপাতির প্রতি একটা আলাদা আকর্ষন ছিল তো
35,train_barishal (36).wav,আমি তো করতাম দেখতাম ভিতরে যন্ত্রপাতি নিয়া একটা কৌতুহল ছিল সো ওইখান থেকে চিন্তা শুরু রোবোটিক্সেই যাই যেহেতু রোবোটিক্স ভাল্লাগে রিসার্চ করতে বা এইসব নিয়া বসে থাকতে কোনটা কি কাজ করে
36,train_barishal (37).wav,ভাল্লাগে মোটামুটি জানি না তো এইটা ফ্যান্টাসি আমার রিয়েলিটি জানি না দেখি কাজ করার সাথে সাথে রিয়েল এক্সপেরিয়েন্সের সাথে সাথে রিয়েলিটিটা বুঝব আসলে বুঝতে পারতেসি না তো ভাল্লাগার জিনিস ভাল্লাগতো ইন্টারেস্ট ছিল সেই থেকে রোবোটিক্সের প্রতি একটা আগ্রহ
37,train_barishal (38).wav,সেই থেকে রোবোটিক্স ক্লাবে জয়েন হয়েছি বাস্তবতা জানি না কী হবে হ্যাঁ আসলে ব্যাপারটা এরকমই যার যেরকম একটা প্যাশন যেমন আমি আগ থেকে এট্টু অন্য দিকে চিন্তা করে রেখেছি যে সাইবারের দিকে একটু ফোকাস দিব
38,train_barishal (39).wav,এখন ভার্সিটি থেকে পাই কি না জানি না ভার্সিটি থেকে যদি নাও পাই এখন আমার ফাইবার নিয়ে কাজ করার খুবই ইচ্ছা আছে এখন ভার্সিটি আমার তাইলে নিয়ে কাজ করতে পারবে কারণ ইনিশিয়াল এখন ভার্সিটির থেকেও নিজের স্কিলটা বেশি ভার্সিটি ফাইবার টাইবার আরে একেবারে পাওয়া লাগবে
39,train_barishal (40).wav,সেইটা মেইন জিনিস না তুই যদি নিজে নিজেই যদি কাজ করো সাইবার সিকিউরিটি নিয়া তুই অনেক আগাতে পারবি এডাতো ওরকমই আমার চিন্তা একটা কী জানো বন্ধু আমার চিন্তা একটা কী জানো আমি সবসময় এডাই চিন্তা করি যে আমার ড্রিম অনেক বড়
40,train_barishal (41).wav,ড্রিম বড় হলেও মনে করো আমি চিন্তা করি একটা জিনিস কি যে আমার আব্বুর আছে চার পয়সা আমি কীভাবে নিজে থেকে ছয় পয়সা করব এটা হলো আমার ফার্স্ট মেথড সেকেন্ড মেথড হচ্ছে হলো যে আমি যদি দিনশেষে যদি মারা যাই তাহলে আমার সব
41,train_barishal (42).wav,সব ড্রিম মুছে যাবে তাই যতক্ষণ আমার মনে করো ড্রিম আছে ততক্ষণ আমি আমার মতো আমি কাজ করে যাবো আমি আমি ফাইট করে যাবো বাকীটা হচ্ছে হলো কিছু দেওয়ার এটা সব হচ্ছে হলো আল্লার হাতে আল্লা কাকে বললেন হ্যাঁ এটাই কেউ বলতে পারে না
42,train_barishal (43).wav,জানি না ভাই মিত্তু আছে কবে সেটা জানি না বাট মিত্তু আমি কালকেই মারা যাইতে পারি এইটা ভাইব্বা লেজি দিন মানে আইডেলি কাটাবো অলস ভাবে দিন কাটাবো এইটা তো হয় না ভাই বেঁচে আছি সুযোগ আছে যতদিন আছি যতদিন সজাগ আছি ততদিন আমি আমার সামনের কথা ভেবে এখন থেকেই কাজ করব
43,train_barishal (44).wav,পাস্ট ইজ পাস্ট বাট ফিউচার ইজ ফিউচারে পাস্ট হইছে পাস্ট ঠিক আছে ওইডা তো অতীত বাট সামনে কী আসবে জানি না বাট প্রেজেন্টটা হইছে যেয়ে একটা উপহার তো প্রেজেন্টটা কাজে লাগাইতে হবে প্রেজেন্টের পোত্যেকটা জিনিসই বর্তমানের পোত্যেকটা জিনিসই
44,train_barishal (45).wav,পোত্যেকটা নিশ্বাস পোত্যেকটা সিদ্ধান্তই হইছে আমাদের ফিউচার আমরা কীভাবে আমাদের বর্তমানটাকে কাজে লাগাব ওইটার উপরই কিন্তু আমাদের ওইটার উপরই কিন্তু আমাদের ফিউচারটা নির্ভর করে আমরা যদি বর্তমানে অবহেলা হেলা করি
45,train_barishal (46).wav,তাইলে ফিউচার অন্ধকার আমাদের বর্তমান ঠিকমতো কাজে লাগে তো ফিউচারটা ইন শা আল্লা আল্লা যদি চায় ভালো ভালো হবে এমনিতে বর্তমান নিন এমনিতে তোমার ড্রিম কি আমি তো তোমার সাথে থাকি কখনও এডা আস্ক করি না আজকে আস্ক করতেছি যে তোমার আল্লা যা
46,train_barishal (47).wav,আমার ড্রিম আল্লা জানে ইচ্ছা আছে বড় কিছু হওয়ার তবে আল্লা সেটাই তো মানে করো আল্লা তো সবার মাঝেই আমাদের আছে তারপর আমাদের নিজেরও একটা ফোকাসিং জিনিস বলতে একটা জিনিস আছে যেটার মাধ্যমে আমরা ছোটো ছোটো স্টেপে ছোটো ছোটো স্টেপ আগে দেখি আগের চে বর্তমান
47,train_barishal (48).wav,ওইডা নির্ভর করে অনেক বড় ছোট ছোট স্টেপেই বড় যদি ভালো কিছু হয় তুই নিজেই দেকবি আনে বলব এটাই আমার ড্রিম তাইলে এটাই হইছে বলা যায় না ভয় লাগে ভয় না একটা কেমন জানি লাগে আমি আমার ড্রিম আগে আমার হচ্ছে ড্রিম বলতে ইচ্ছা করে না কারন আমি আগে বলতাম আমি এইটা হবো ওইটা হবো
48,train_barishal (49).wav,বাট দেখা যায় কী সবার শেষে নিজের কাছে নিজের ছোট হইতে হয় বা খারাপ লাগে যে আমি এইটা বাট এইটা হইতে পারি নাই যেমন আমি আগে বলতাম আমি বুয়েটে পড়বো বা আমি ঢাকায় পাবলিকে পড়ব সিএসসি পড়বো রোবোটিক্স ইনজিনিয়ারিং পড়বো বাট আমি না ধারে কাছেও যাইতে পারি নাই আমি শুধু চিল্লাইছি
49,train_barishal (50).wav,চিল্লানোর ফলে হয় কী মানে হঠাৎ করে ড্রিমটা বুলে আমার কাছে ওই লাগে হালকা কইরা দেওয়া আমার স্বপ্ন আমার ভিতরে থাক আমার সৃষ্টিকর্তা জানুক আর এটা আমার সৃষ্টিকর্তা জানুক আমার স্বপ্ন আর আমি জানি এটা আমার যতদূর আমার মনে থাকবে
50,train_barishal (51).wav,আমার ভিতরে থাকবে না তাইলে আমার শরীলটা ভারি লাগবে তত আমি ফিউচার সম্পর্কে কাজ মানে ফিউচার সম্পর্কে বর্তমানে বেশি কাজ করতে পারব জ্বি ফিউচারকে সামনে রাইখখা বাট যখন ওইটা বইল্লা দিছি না ওইটা হালকা হইয়া গ্যাছে ওই সময় হয় কী
51,train_barishal (52).wav,এর আগে কাজ করতে ইচ্ছা করে না এই জন্য বলতে পছন্দ করি না আমার কথা হইছে ভাই আল্লাহ যা চায় আমার তো আছে ইচ্ছা এরপর আগে কাজ করতেছি এই অনুসারে তো দেখতেছো তারপরে ইঞ্জিনিয়ারিং এই রিলেটেড কি কিছু আছে
52,train_barishal (53).wav,আবার ওই আল্লা মুই জানি না ভাই সেইটাই মেইন হচ্ছে হলো মেইন হচ্ছে হলো মেইন আমাদের লক্ষ্য নিজের মতন যতডা এফোর্ড দিতে পারো যতোডা ইস্কলফুল হইতে পারো একশো পার্সেন্ট ইস্কিলফুল হলে আল্লা তালা তোমাকে বিনি তার বিনিময়ে পা
53,train_barishal (54).wav,ইন শা আল্লা মানে জীবনডা অইছে যে ভাই মেইন কথা পারপোসফুল হইতে হবে একটা উদ্দেশ্য থাকতে হইবে জীবনের উদ্দেশ্য ছাড়া জীবন চালানো যাবে না একটা উদ্দেশ্য নিয়ে তারপর চলতে হবে আমার উদ্দেশ্য আছে ওইটা আল্লা জানুক
54,train_barishal (55).wav,বলতে ইচ্ছা করে না লজ্জা লাগে লজ্জা লাগে না লজ্জার কিছু নাই লাগে ভয় লাগে যদি বলা তো যায় না লজ্জার কিছু না ভয় লাগে যদি কিছু না হইতে পারি না এইটা চিন্তা করা যাবে না আমি এরকম কইরা বলতাছি এহন বাট যেমন আমি বলি আমি দশ বছর পর হইলাম না আমি ব্যাপারডাতো তুমি কম বেশি জানোই আমি সেই জায়গা ঠিক আছি পয়তাল্লিশ
55,train_barishal (56).wav,পয়তাল্লিশ হাজার ডলারের যে একটা জব তাও আমার তকবিরে নাই এই এইটা হচ্ছে গিয়া ফেইলর এখন ফেইলর থেকেই উঠতে হবে পয়তাল্লিশ হাজার ডলারের জব মানে এইযে তোমার একটা সারফিনজেল অপটিমাইজেশন এর একটা লিংডিন থেকে একটা জব ছিলো রিমোট জব
56,train_barishal (57).wav,এটা হচ্ছে হলো ওখানে সাতটা ইন্টারভু পোযোন্তো আমি গেছিলাম তেরোটা ধাপ পার করা লাগে এরপর আমি আর যেতে পারি নাই আমার দেখি যে না এখন আর আমাকে দ্বারা ওখানে হবে না মানে আমি আর পারছি না ইন্টারভু ভালো তোর তো একটা ইন্টারভুর এক্সপেরিয়েন্স হইছে প্রচুর স্কিলস লাগে
57,train_barishal (58).wav,তোর তো একটা এক্সপেরিয়েন্স আছে আমার তো সেই আমার তো একটা স্কিলও নাই আমার কিচ্ছু নাই ঠিক আছে আমি কি করব তোর তো ইন শা আল্লা এক্সপেরিয়েন্স ইন শা আল্লা হবে হবে হবে বাট লেগে থাকতে হবে ওইটাই লেগে থাকতে হবে আমি তো
58,train_barishal (59).wav,ইচ্ছা আছে দেখি আল্লা যা চায় আমি জানি না মানে কালকেও কি হবে আমার কথা হইছে ভাই স্বপ্ন বইল্লা দেইখ্যা লাব কি আমার কালকেও কী হবে আমি জানি না আমি কালকেও মারা যাইতে পারি না সেইটাও আমি এখন এই বলে তোমারে বলছিলাম বন্ধু
59,train_barishal (60).wav,আমি মনে অয় তোকে বলছিলাম সেটা হচ্ছে যে আমি আগে অনেক সাফার করতাম কীরকম সাফার করতাম খালিদরে তো চিনতি আমাদের কলেজের খালিদ সাইফুল্লা খেয়াল নাই নাম শুনছি খালিদ সাইফুল্লা বেশি মিশি নাই তো ও তো অনেক আগাই গ্যাছে ও মানে মানে অনেক বড় লেবেলেই আছে অনেকটা হয়তো
60,train_barishal (61).wav,নিজের কাছে খারাপ লাগছিল বাট আগে এখন আর কোনো খারাপ লাগে না যে ও একটা ভালো জাগায় আছে হ্যাঁ ও একটা জিনিস হার্ড ওয়ার্ক করছে আল্লা ওকে একটা এই জিনিস এই উপলক্ষে আল্লা তালা ওকে ভালো জাগায় নিছে এই জিনিসটা সবকিছুই আমি চিন্তা ভাবনা করি বাট
61,train_barishal (62).wav,এখন জিনিসটা ডিফরেন করে ফালাইছি যে আমি সবসময় নিজেরে দিকটা দেখি এখন আর মানুষকে মানুষকে নিয়ে ভাবি না আগে একটা সময় এই ভার্সিটিতে উঠছি অনেক কিছু নিয়া কথা হয় আমি আমি মানুষকে নিয়া ভাবি না তো আমি আমাকে নিয়ে ভাবি আমি ভাবি যে সংজ্ঞা নিয়া মানে
62,train_barishal (63).wav,আসলে কাজ কী আমি কীভাবে করলে যাইতে পারবো কে কীভাবে কী রকম ভাবে হইছে এটা আমার জানার দরকার নাই আমি যদি আমার কাজটা ঠিকমতো করতে পারি এইটাই আমার জন্য এনাফ আমি আমার কাজে আমি অলসতা ভাবে সময় না কাটাই আর এগুলা আমি যদিও করি না বা বের করছে অলসতা ভাবে সময় না কাটাই
63,train_barishal (64).wav,অরটা কাজটা মানে সময়টা প্রোডাক্টিবিটি কাজে লাগায় এরকম ভাবে যদি আমি নিয়মমতো বা নিয়ম অনুযায়ী যদি আমি সামনে আগাইতে পারি বা কাজ করতে পারি তাইলে আমি মনে করি সামনে ভালো হবে তা অবশ্যই আর যদি আমি কাজ অবহেলা করি হেলা অবহেলা করি তাইলে আমি সামনে যাইতে পারবো না
64,train_barishal (65).wav,কথা হইছে এইটা আমার ক্ষেত্রে আমার ক্ষেত্রে আমি কাউরে ছোটো নিজেকে ছোটো দেখি না এইখান দিয়া কথা হইছে সে টাইম দিছে সে কষ্ট করছে সে ভালো জায়গায় পাইছে আমি দেই নাই আমি করি নাই আমি অন্য কিছু নিয়ে ছিলাম আমি পারি নাই এখন আমি যদি করি
65,train_barishal (66).wav,আমি যদি টাইম দেই তাইলে আমি পারব আমার যাতে সময় নষ্ট না হয় সেদিকে প্রতিটা কাজের ক্ষেত্রে কোনো কাজকে ছোটো করা উচিত না মেইন কথা হচ্ছে হলো যে যেদিকে ফোকাস করবে সে সেদিকে ভালো ফল পাবে সেটাই যেমন মানুষ একটা ভুল কথা বলে কী জানো
66,train_barishal (67).wav,যে এই ছেলেটার রেজাল্ট খারাপ বা এই ছেলেটা স্কিলফুল না এই ছেলেটার এইদিকে অবিজ্ঞতা নাই এইটা যদি অনেকে বলে মানুষ মানুষ মানুষকে জাজ করে ডিরেক্ট তাকে ছোটো বানাই ফালায় সমাজ থেকে শুরু করে সবকিছু থেকে
67,train_barishal (68).wav,আল্লা তালা মানুষকে সবদিগেই ফুল ফিল ভাবে দেছে ওইগুলা দেখার ওইগুলা দেখার কিছু নাই ভাই আমার ক্ষেত্রে হইছে ভাই সবাই আমি কাউরে ছোটো দেখতে বলি না আমার কতা হছে আল্লা তালা সব মানুষকেই সবদিগদা একশো করে পাঠাইছে
68,train_barishal (69).wav,সব দিগদা মনে করো এহন একশো মানে কী হয়তো আমার ক্ষেত্রে আমি এজন্য দেখছি লেখা পড়ায় খারাপ হলেও তার গলাটা অনেক সুন্দর সে অনেক সুন্দর গান পারে ঠিকাছে আমি দেখলাম কী হ্যাঁ এটাই আমি বললাম কেউ গান পারে ভালো কেউ ড্রয়িং করতে পারে ভালো কেউ যদি পলিটিক্স
69,train_barishal (70).wav,তার বিতরে কোয়ালিটিস গুলা গুন করলে তাইলে হচ্ছে যোগ করলে তাও একশো হয় আর আমিও যদি আমার কোয়ালিটিস গুলা গুন করি যোগ করি তাইলেও ধরো একশো হয় কিন্তু পার্থক্য কোন জাগায় তার যেটা আছে ওইটা আমার নাই আমার যেইটা আছে তার ওইটা নাই আমাদের সবারই কোম বেশি থাকবে ঠিক আছে কোম বেশি থাকবে বাট ওইটা
70,train_barishal (71).wav,সর্বশেষে সব মিলাইয়া যোগ করলে দেখা যায় আমারও আমিও একশ ওও একশ বাট আমার এইটা নাই ওইটা নাই এগুলা দেইকখা তো ওর এইটা আছে এইটা নাই এগুলা দেইকখা তো দুঃখ পাইয়া লাভ নাই নিজের কাছে এগুলা লইয়া দুঃখ পাইবেন ভাই
71,train_barishal (72).wav,কথাতো আমার যা আছে আমি যেইটা ভালো পারি আমি যেটা শিখতে পারব যেটায় আমার ইন্টারেস্ট এবং প্যাশন আছে আমি ওইভাবে সামনে চললে আমি ভালো জায়গায় যাইতে পারবো মানুষের কী আছে নাই ওইগুলা দেইক্কা আমার ওইটা দেখে লাভ নাই আমার যা সেইটা আমার যা আছে ওইটা ভালো করে যদি আমি নারচার করি
